chr1	3670687	3671082
chr1	8382209	8382398
chr1	9823831	9824050
chr1	10453951	10454266
chr1	12940189	12940446
chr1	14866450	14866797
chr1	17606530	17606742
chr1	20259862	20260453
chr1	20928558	20928766
chr1	21161810	21161981
chr1	24770319	24770506
chr1	28714585	28714769
chr1	33436337	33436518
chr1	33498917	33499226
chr1	33578441	33579056
chr1	33756894	33757074
chr1	34464399	34464624
chr1	34533192	34533438
chr1	34537140	34537344
chr1	34579115	34579328
chr1	36591313	36591684
chr1	36874982	36875181
chr1	37956812	37956994
chr1	38363461	38363719
chr1	40045687	40045924
chr1	40585837	40586145
chr1	42698347	42698584
chr1	43268091	43268272
chr1	44564581	44564747
chr1	46940205	46940448
chr1	52133248	52133429
chr1	53737829	53738065
chr1	53856756	53857024
chr1	54129227	54129431
chr1	56089602	56089940
chr1	57839780	57840010
chr1	60863137	60863389
chr1	62995310	62995489
chr1	67014448	67014641
chr1	69165317	69165490
chr1	69357685	69357898
chr1	71956942	71957294
chr1	74025022	74025427
chr1	75255762	75255937
chr1	78189643	78189821
chr1	78424002	78424260
chr1	80224898	80225230
chr1	82686511	82687189
chr1	84190306	84190528
chr1	84614874	84615134
chr1	84958502	84958669
chr1	86379377	86379671
chr1	87710116	87710484
chr1	87936471	87936663
chr1	89090234	89090746
chr1	89776256	89776455
chr1	89871235	89871770
chr1	89899110	89899426
chr1	91337883	91338057
chr1	92372564	92372858
chr1	93015597	93015805
chr1	93649875	93650191
chr1	94042294	94042544
chr1	96684014	96684253
chr1	98545368	98545659
chr1	105858621	105858864
chr1	105930992	105931164
chr1	106019637	106020017
chr1	106428581	106428811
chr1	106962215	106962588
chr1	118571167	118571383
chr1	118980694	118980977
chr1	118993846	118994043
chr1	119050100	119050322
chr1	119128991	119129359
chr1	120532520	120532926
chr1	120603763	120604025
chr1	121478124	121478666
chr1	121598719	121598967
chr1	125241673	125241993
chr1	126206907	126207129
chr1	127118149	127118337
chr1	127412087	127412430
chr1	127662438	127662645
chr1	128327192	128327803
chr1	128675733	128675918
chr1	128712950	128713181
chr1	128718411	128718590
chr1	130550879	130551171
chr1	130797248	130797872
chr1	131006236	131006449
chr1	131734245	131734538
chr1	131747113	131747298
chr1	132126062	132126245
chr1	133602265	133602494
chr1	135807722	135807909
chr1	136263648	136263888
chr1	137218678	137219165
chr1	137323180	137323521
chr1	143151046	143151254
chr1	147243218	147243402
chr1	149948115	149948368
chr1	149948387	149948681
chr1	151360411	151360633
chr1	152015617	152015887
chr1	152594473	152594642
chr1	153197365	153197660
chr1	153215645	153215830
chr1	153379950	153380163
chr1	155233815	155234273
chr1	155844433	155844615
chr1	156087717	156088100
chr1	156788718	156789143
chr1	157426102	157426272
chr1	158986955	158987320
chr1	159003655	159004061
chr1	159065124	159065566
chr1	159760774	159761003
chr1	160079334	160079595
chr1	161327441	161327638
chr1	163896212	163896561
chr1	165110810	165110984
chr1	165151208	165151466
chr1	165603463	165603771
chr1	166158777	166158978
chr1	170535194	170535765
chr1	170934487	170934716
chr1	171195732	171196128
chr1	177467211	177467404
chr1	180279693	180279995
chr1	184101345	184101825
chr1	184562262	184562568
chr1	184563032	184563207
chr1	184885925	184886342
chr1	185550915	185551078
chr1	187282897	187283124
chr1	188056078	188056329
chr1	189858601	189858803
chr1	192834754	192834933
chr1	193303497	193303743
chr1	194056471	194056841
chr2	3144788	3145018
chr2	4531606	4531778
chr2	5601353	5601531
chr2	5607621	5607811
chr2	6338244	6338456
chr2	10374606	10374852
chr2	10718382	10718587
chr2	11333304	11333608
chr2	11635964	11636374
chr2	11690377	11690560
chr2	13727247	13727452
chr2	14312501	14312774
chr2	16491406	16491901
chr2	18249263	18249514
chr2	18301067	18301238
chr2	18343645	18343839
chr2	19027156	19027440
chr2	19145451	19145739
chr2	21964091	21964277
chr2	22790585	22790767
chr2	24181801	24182288
chr2	26513402	26513736
chr2	27122091	27122419
chr2	27366874	27367116
chr2	27381301	27381482
chr2	27631586	27631785
chr2	27758797	27759048
chr2	28605957	28606189
chr2	29718744	29718954
chr2	31180142	31180437
chr2	32934028	32934197
chr2	35416713	35416960
chr2	35669018	35669248
chr2	35709116	35709427
chr2	36254569	36254770
chr2	37685351	37685528
chr2	38823999	38824364
chr2	43276844	43277041
chr2	45629801	45629992
chr2	49771121	49771486
chr2	51907641	51907885
chr2	52169369	52169534
chr2	57410121	57410357
chr2	59806338	59806525
chr2	60071902	60072098
chr2	60085520	60085724
chr2	60113829	60114005
chr2	60449812	60449988
chr2	60484217	60484462
chr2	60504616	60505354
chr2	60739517	60739784
chr2	61170956	61171128
chr2	61493890	61494153
chr2	61803581	61803880
chr2	62709731	62709936
chr2	64709368	64709642
chr2	66408747	66408956
chr2	68975776	68975947
chr2	69129041	69129266
chr2	70474060	70474374
chr2	70933191	70933373
chr2	71546764	71546989
chr2	71581156	71581393
chr2	71655682	71655857
chr2	73070951	73071339
chr2	77176582	77176750
chr2	77203085	77203261
chr2	78100137	78100304
chr2	83899849	83900030
chr2	84296593	84296800
chr2	84963860	84964283
chr2	90021392	90021923
chr2	90071292	90071485
chr2	90553928	90554122
chr2	90567046	90567556
chr2	92055898	92056113
chr2	92494421	92494657
chr2	93191372	93191560
chr2	93692565	93692836
chr2	101551225	101551701
chr2	101829157	101829428
chr2	102384317	102384616
chr2	103917473	103917751
chr2	104020610	104020815
chr2	104178521	104178785
chr2	105358148	105358448
chr2	106845276	106845537
chr2	107988238	107988555
chr2	110075813	110076259
chr2	117461531	117461851
chr2	117944957	117945324
chr2	117988612	117988814
chr2	118499250	118499863
chr2	118512743	118512971
chr2	118520097	118520365
chr2	121518091	121518258
chr2	122126100	122126834
chr2	122138106	122138366
chr2	122156200	122156367
chr2	122429781	122430128
chr2	122712065	122712325
chr2	125259239	125259499
chr2	125445765	125445950
chr2	125506078	125506449
chr2	125512820	125513182
chr2	125939310	125939610
chr2	129947978	129948182
chr2	130014919	130015452
chr2	131808836	131809156
chr2	135390603	135390815
chr2	135737549	135737847
chr2	135978277	135978475
chr2	135988559	135988773
chr2	136990680	136990877
chr2	138321115	138321462
chr2	144139496	144139727
chr2	144198658	144198940
chr2	144224248	144224639
chr2	144240285	144240588
chr2	144245480	144245863
chr2	144330822	144331317
chr2	144465874	144466499
chr2	145181540	145181705
chr2	145537986	145538209
chr2	145786179	145786530
chr2	145842009	145842222
chr2	146116175	146116521
chr2	146347806	146348274
chr2	147149219	147149660
chr2	148535672	148535930
chr2	148563322	148563743
chr2	148624434	148624796
chr2	150627271	150627604
chr2	150673964	150674236
chr2	152349976	152350300
chr2	152359740	152359930
chr2	152359931	152360123
chr2	152360503	152360830
chr2	153022973	153023141
chr2	153045715	153046091
chr2	153084452	153084738
chr2	153274562	153274791
chr2	156766674	156766884
chr2	157395935	157396133
chr2	158861466	158861758
chr2	160468565	160468761
chr2	160603258	160603430
chr2	160627331	160627765
chr2	161398202	161398441
chr2	162682909	162683118
chr2	164487088	164487376
chr2	165707338	165707544
chr2	166125491	166126013
chr2	166357967	166358165
chr2	167319040	167319252
chr2	167754039	167754267
chr2	167775282	167775545
chr2	168024105	168024326
chr2	168170311	168170646
chr2	168457528	168457731
chr2	173448609	173448926
chr2	178691909	178692232
chr3	9507802	9508003
chr3	9546926	9547090
chr3	9600684	9600926
chr3	13472817	13473156
chr3	18679800	18680015
chr3	18993795	18994004
chr3	19169894	19170070
chr3	19509525	19509715
chr3	19563576	19563748
chr3	21225025	21225318
chr3	21479182	21479442
chr3	21837351	21837561
chr3	22121829	22122051
chr3	22137979	22138348
chr3	27828674	27829137
chr3	35940410	35940650
chr3	36137795	36137999
chr3	37280402	37280645
chr3	37788782	37789166
chr3	37805623	37806054
chr3	40694644	40694819
chr3	41169804	41170115
chr3	41177050	41177612
chr3	49525256	49525646
chr3	49757113	49757365
chr3	50443430	50443636
chr3	50886979	50887368
chr3	51270407	51270652
chr3	51782098	51782489
chr3	51965624	51966099
chr3	52035667	52035977
chr3	52479326	52479574
chr3	52607985	52608205
chr3	55088376	55088632
chr3	55438857	55439373
chr3	57093580	57093884
chr3	58672609	58672962
chr3	59069083	59069312
chr3	62603811	62604039
chr3	65663095	65663382
chr3	65941205	65941415
chr3	67463474	67463900
chr3	68981025	68981347
chr3	69902248	69902499
chr3	75308035	75308513
chr3	75647547	75647767
chr3	79473167	79473510
chr3	79852677	79852930
chr3	81774369	81774571
chr3	82880461	82880650
chr3	84355913	84356233
chr3	84412728	84413060
chr3	84883988	84884276
chr3	89887717	89887965
chr3	90101623	90101836
chr3	90388137	90388379
chr3	90446465	90446646
chr3	94379810	94380000
chr3	96675408	96675764
chr3	97004556	97004744
chr3	97393317	97393548
chr3	98417257	98417611
chr3	100734650	100735014
chr3	101701144	101701465
chr3	101906201	101906367
chr3	104501701	104501994
chr3	104707419	104707918
chr3	104795671	104796091
chr3	105932676	105932877
chr3	108425128	108425329
chr3	108466397	108466612
chr3	109361921	109362185
chr3	109384355	109384558
chr3	109719264	109719524
chr3	115673161	115673340
chr3	116398674	116398982
chr3	116413587	116413789
chr3	121340397	121340586
chr3	121474702	121475105
chr3	121525453	121525723
chr3	121547816	121548340
chr3	122704282	122704475
chr3	123116066	123116297
chr3	127029378	127029707
chr3	129204549	129205094
chr3	129446012	129446384
chr3	129573759	129573928
chr3	129930325	129930624
chr3	129946188	129946600
chr3	130005180	130005685
chr3	130073035	130073334
chr3	132886621	132886927
chr3	133644175	133644369
chr3	135376677	135376988
chr3	135628924	135629537
chr3	135743230	135743432
chr3	138060425	138060702
chr3	138859066	138859374
chr3	143147318	143147685
chr3	143873931	143874128
chr3	148248301	148248841
chr3	149332251	149332445
chr3	149443091	149443375
chr3	151390865	151391086
chr3	153668775	153668999
chr3	156410275	156410448
chr3	159885380	159885679
chr4	3626962	3627261
chr4	3859081	3859289
chr4	5797843	5798826
chr4	7364069	7364281
chr4	7601141	7601358
chr4	8284828	8285262
chr4	9113167	9113587
chr4	9689365	9689703
chr4	10041562	10041923
chr4	11871017	11871221
chr4	13300389	13300626
chr4	14506550	14506825
chr4	15042046	15042298
chr4	19648063	19648360
chr4	21678208	21678644
chr4	21688613	21688968
chr4	22477228	22477480
chr4	28104684	28104876
chr4	30243760	30243967
chr4	32101033	32101328
chr4	33122996	33123214
chr4	35096412	35096627
chr4	40171557	40171747
chr4	40844259	40844603
chr4	43287401	43287610
chr4	43406393	43406624
chr4	44113445	44113806
chr4	44511918	44512119
chr4	44634249	44634465
chr4	45788759	45788978
chr4	45797514	45797752
chr4	45951033	45951221
chr4	46618459	46618656
chr4	47128535	47128737
chr4	47187464	47187654
chr4	47259914	47260196
chr4	49197359	49197653
chr4	53238816	53239126
chr4	53256938	53257143
chr4	53323293	53323550
chr4	53614817	53615023
chr4	53845451	53845764
chr4	54471151	54471481
chr4	57196409	57196593
chr4	58384246	58384748
chr4	59844901	59845124
chr4	62542494	62542746
chr4	62734156	62734320
chr4	63072950	63073282
chr4	63630883	63631121
chr4	65619455	65619653
chr4	71488761	71489145
chr4	77627153	77627603
chr4	82500658	82500962
chr4	82624462	82624627
chr4	82940401	82940675
chr4	83235134	83235436
chr4	83284847	83285052
chr4	83917033	83917327
chr4	84060294	84060488
chr4	87831024	87831351
chr4	87859100	87859488
chr4	89062754	89062969
chr4	95107004	95107264
chr4	95474622	95475077
chr4	95708009	95708382
chr4	95729562	95729774
chr4	95765585	95765794
chr4	95895426	95895661
chr4	97590311	97590535
chr4	97601480	97601688
chr4	97618717	97619194
chr4	97666480	97666667
chr4	98722580	98722932
chr4	99131300	99131510
chr4	99910528	99910825
chr4	100070320	100070524
chr4	100238916	100239099
chr4	100263834	100264050
chr4	101510547	101510713
chr4	102494578	102494831
chr4	102636028	102636290
chr4	103174269	103174787
chr4	104993007	104993374
chr4	105225645	105225900
chr4	106196626	106196791
chr4	106912312	106912491
chr4	106934939	106935191
chr4	111425364	111425578
chr4	114601294	114601481
chr4	114711528	114711711
chr4	115075564	115075855
chr4	116176748	116176950
chr4	116192455	116192652
chr4	118040653	118041013
chr4	118235032	118235350
chr4	119947641	119947822
chr4	120716728	120716924
chr4	120914424	120914710
chr4	122848089	122848592
chr4	123260169	123260438
chr4	123313062	123313318
chr4	123941080	123941277
chr4	124738248	124738459
chr4	124983966	124984263
chr4	125056076	125056265
chr4	125118089	125118467
chr4	128637335	128637535
chr4	129445268	129445507
chr4	129984975	129985154
chr4	130264929	130265138
chr4	131861120	131861291
chr4	135095919	135096162
chr4	136454963	136455202
chr4	136683161	136683434
chr4	136802569	136802761
chr4	137748820	137749087
chr4	142017766	142017929
chr4	142133579	142133787
chr4	145267796	145268029
chr4	147101442	147101811
chr4	148914905	148915106
chr4	150708402	150708650
chr4	152087681	152088162
chr4	154542495	154542826
chr4	154773657	154774039
chr4	155504977	155505243
chr4	155591267	155591819
chr5	3279074	3279443
chr5	3501754	3501945
chr5	3627077	3627353
chr5	3919667	3920066
chr5	8367973	8368298
chr5	8722505	8722846
chr5	8863291	8863492
chr5	8964503	8964714
chr5	12041901	12042098
chr5	12564798	12565017
chr5	12653294	12653527
chr5	12765376	12765990
chr5	13398445	13398670
chr5	15518606	15518790
chr5	15529743	15530050
chr5	16445142	16445380
chr5	16699213	16699595
chr5	16973329	16973515
chr5	17007012	17007319
chr5	17556124	17556463
chr5	23394217	23394551
chr5	23658030	23658266
chr5	24732336	24732537
chr5	25092722	25093004
chr5	25715820	25716038
chr5	25738536	25738792
chr5	27206019	27206569
chr5	30012978	30013275
chr5	31105918	31106303
chr5	35035946	35036175
chr5	35609600	35609830
chr5	35774048	35774237
chr5	35786069	35786276
chr5	35878506	35878745
chr5	36477423	36477616
chr5	36869853	36870049
chr5	43818828	43819095
chr5	44101103	44101548
chr5	48331433	48331754
chr5	52026180	52026377
chr5	52288316	52288762
chr5	52296541	52297013
chr5	53351560	53351724
chr5	53532078	53532359
chr5	57757357	57757837
chr5	57841475	57841696
chr5	63811898	63812150
chr5	64338593	64338801
chr5	65783795	65783972
chr5	65949986	65950341
chr5	66376645	66376810
chr5	66802304	66802517
chr5	67375669	67375880
chr5	67453431	67453626
chr5	67930634	67931010
chr5	68735330	68735551
chr5	72580405	72580884
chr5	75980866	75981206
chr5	77211920	77212197
chr5	77405508	77405707
chr5	85781227	85781473
chr5	86237643	86237813
chr5	88434143	88434341
chr5	91672106	91672433
chr5	92363195	92363420
chr5	93235719	93235957
chr5	93288595	93288902
chr5	96039417	96039637
chr5	96938840	96939060
chr5	96968965	96969175
chr5	98569135	98569312
chr5	100338539	100338735
chr5	100643949	100644201
chr5	101816952	101817322
chr5	102693940	102694155
chr5	102844946	102845289
chr5	103725510	103725740
chr5	104428246	104428542
chr5	104443592	104443788
chr5	104979056	104979427
chr5	105236015	105236291
chr5	106678724	106678903
chr5	107749685	107750250
chr5	108443255	108443477
chr5	108549753	108549983
chr5	108558542	108558726
chr5	109419539	109419802
chr5	111220845	111221189
chr5	112972369	112972646
chr5	115591087	115591283
chr5	118224740	118224936
chr5	118494892	118495423
chr5	120018253	120018475
chr5	120031517	120031792
chr5	120558765	120558965
chr5	124232366	124232600
chr5	124571186	124571408
chr5	125355475	125355707
chr5	125531684	125531939
chr5	129555946	129556234
chr5	131537188	131537990
chr5	134611858	134612361
chr5	135134525	135134799
chr5	136488764	136489042
chr5	138853449	138853783
chr5	140143789	140144087
chr5	140791013	140791180
chr5	140936112	140936319
chr5	144277287	144277635
chr5	144814903	144815144
chr5	146238150	146238406
chr5	146703763	146704108
chr5	147340961	147341497
chr5	147697240	147697526
chr5	148652959	148653129
chr5	149520974	149521159
chr5	150333031	150333240
chr5	150468516	150468821
chr6	4704049	4704243
chr6	5081908	5082157
chr6	5093616	5093878
chr6	5267897	5268111
chr6	6263486	6263684
chr6	12358754	12359038
chr6	15845917	15846146
chr6	21955545	21955951
chr6	21998278	21998467
chr6	22019755	22020083
chr6	22288773	22289065
chr6	26635876	26636089
chr6	29395884	29396084
chr6	29897059	29897436
chr6	31059088	31059392
chr6	31233413	31233578
chr6	32196888	32197279
