chr1	107582998	107583009
chr1	176853432	176853443
chr1	191853780	191853788
chr1	193590619	193590630
chr2	25940734	25940745
chr2	26493460	26493471
chr2	35368485	35368496
chr2	48767966	48767977
chr2	49735254	49735265
chr2	72874128	72874139
chr2	93036139	93036150
chr2	94301946	94301957
chr2	180080806	180080817
chr3	9942796	9942807
chr3	143017182	143017193
chr3	152958450	152958461
chr4	11926778	11926789
chr4	82365254	82365265
chr4	101439877	101439884
chr5	25082604	25082615
chr5	88500079	88500090
chr5	105346420	105346431
chr6	91392917	91392928
chr6	128901090	128901101
chr7	3264417	3264428
chr7	132712657	132712668
chr8	91434880	91434891
chr10	76316035	76316046
chr10	111724901	111724912
chr10	120780761	120780772
chr11	21644431	21644442
chr11	22906805	22906816
chr11	60703735	60703746
chr11	60703608	60703619
chr12	102232590	102232601
chr12	104214484	104214495
chr12	116181409	116181414
chr13	6479998	6480009
chr13	46397313	46397319
chr14	32069760	32069771
chr14	47223139	47223150
chr14	75909516	75909527
chr14	76912905	76912916
chr14	119451794	119451805
chr15	11812115	11812126
chr15	51814704	51814715
chr16	4436933	4436944
chr16	18148708	18148719
chr16	35561885	35561887
chr17	14887157	14887168
chr17	45629718	45629729
chr17	57311927	57311938
chr17	63012132	63012143
chr17	66878285	66878296
chr18	4182841	4182852
chr18	5134224	5134235
chr19	3271647	3271658
